immune system,immune system process,GO:0002376,leukocyte trafficking,leukocyte migration,GO:0050900,lymphocyte recirculation,lymphocyte migration,GO:0072676,naive and effector homing,lymphocyte migration into lymphoid organs,GO:0097021,,,,,,,,,,,,,,Lymphocytes exit nodes into efferent lymph and return to blood via the thoracic duct,cell,lymph node,lymph node,UBERON:0000029,lymphocyte,lymphocyte,CL:0000542,,,,does,transport of X from Y to Z,lymphocyte,,,lymph node,,,efferent lymph,,,,egress requires a sphingosine 1-phosphate gradient; blocked therapeutically by fingolimod,hours,,circulatory,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,lymphoid organ architecture,,,antigen presentation,antigen processing and presentation,GO:0019882,inflamed tissue,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,3,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,leukocyte trafficking,leukocyte migration,GO:0050900,lymphocyte recirculation,lymphocyte migration,GO:0072676,naive and effector homing,lymphocyte migration into lymphoid organs,GO:0097021,,,,,,,,,,,,,,,cell,lymph node,lymph node,UBERON:0000029,lymphocyte,lymphocyte,CL:0000542,CD69,,,decreases,transport of X from Y to Z,lymphocyte,,,lymph node,,,efferent lymph,,,,"antigen-induced CD69 internalises the S1P receptor, holding activated cells in the node for days",hours,intra-organ,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,lymphoid organ architecture,,,antigen presentation,antigen processing and presentation,GO:0019882,inflamed tissue,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,3,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,leukocyte trafficking,leukocyte migration,GO:0050900,lymphocyte recirculation,lymphocyte migration,GO:0072676,naive and effector homing,lymphocyte migration into lymphoid organs,GO:0097021,,,,,,,,,,,,,the homing receptor switch is what converts a node-restricted naive cell into one that patrols peripheral tissue,Effector T cells abandon lymphoid homing receptors and acquire inflamed-tissue homing receptors,cell,blood,blood,UBERON:0000178,effector T cell,effector T cell,CL:0000911,,,,does,transport of X from Y to Z,effector T cell,,,blood,,,inflamed peripheral tissue,,,,"loses CCR7 and L-selectin, gains E- and P-selectin ligands, VLA-4 and CXCR3",hours-days,,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,lymphoid organ architecture,,,antigen presentation,antigen processing and presentation,GO:0019882,inflamed tissue,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,3,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,leukocyte trafficking,leukocyte migration,GO:0050900,lymphocyte recirculation,lymphocyte migration,GO:0072676,naive and effector homing,lymphocyte migration into lymphoid organs,GO:0097021,,,,,,,,,,,,,,Tissue-resident memory T cells are anchored in epithelium for long-term local surveillance,cell,skin,skin of body,UBERON:0002097,memory T cell,memory T cell,CL:0000813,,,,does,cell-cell adhesion,,,,,,,,,,,CD103 binding epithelial E-cadherin retains tissue-resident memory cells; they do not recirculate,days,,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,lymphoid organ architecture,,,antigen presentation,antigen processing and presentation,GO:0019882,inflamed tissue,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,3,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,leukocyte trafficking,leukocyte migration,GO:0050900,lymphocyte recirculation,lymphocyte migration,GO:0072676,naive and effector homing,lymphocyte migration into lymphoid organs,GO:0097021,,,,,,,,,,,,,,Gut-imprinted plasmablasts home selectively back to intestinal lamina propria,cell,intestine,intestine,UBERON:0000160,plasma cell,plasma cell,CL:0000786,CCL25,,,increases,transport of X from Y to Z,plasmablast,,,mesenteric lymph node,,,intestinal lamina propria,,,,alpha4beta7 and CCR9 imprinting confines the response to the gut it was induced in,days,intra-organ,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,lymphoid organ architecture,,,antigen presentation,antigen processing and presentation,GO:0019882,inflamed tissue,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,3,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,leukocyte trafficking,leukocyte migration,GO:0050900,lymphocyte recirculation,lymphocyte migration,GO:0072676,naive and effector homing,lymphocyte migration into lymphoid organs,GO:0097021,,,,,,,,,,,,,,Long-lived plasma cells settle in survival niches that maintain serum antibody titres,cell,bone marrow,bone marrow,UBERON:0002371,plasma cell,plasma cell,CL:0000786,CXCL12,,,increases,transport of X from Y to Z,plasma cell,,,lymph node,,,bone marrow niche,,,,long-lived plasma cells survive for years in marrow niches and sustain serum antibody without further antigen,days-weeks,intra-organ,circulatory,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,lymphoid organ architecture,,,antigen presentation,antigen processing and presentation,GO:0019882,inflamed tissue,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,3,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class I pathway,antigen processing and presentation of peptide antigen via MHC class I,GO:0002474,,,,,,,,,,,,,"class I samples the cytosol and class II the vesicular compartment, which is how the system distinguishes an infected cell from one that merely ingested antigen",The proteasome degrades cytosolic proteins into peptides for class I loading,cell,immune system,immune system,UBERON:0002405,nucleated cell,,,,,,does,X conversion to Y,cytosolic protein,,,peptide,,,,,,,proteasomal degradation yields 8-11 residue peptides suited to the closed class I groove,minutes,,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,cytotoxic T cell response,cell killing,GO:0001906,viral infection,,,interferon signalling,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class I pathway,antigen processing and presentation of peptide antigen via MHC class I,GO:0002474,,,,,,,,,,,,,,TAP delivers cytosolic peptides to the endoplasmic reticulum for assembly with class I,cell,immune system,immune system,UBERON:0002405,nucleated cell,,,,,,does,transport of X from Y to Z,peptide,,,cytosol,,,endoplasmic reticulum,,,,TAP-dependent; TAP deficiency abolishes surface class I expression,minutes,,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,cytotoxic T cell response,cell killing,GO:0001906,viral infection,,,interferon signalling,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class I pathway,antigen processing and presentation of peptide antigen via MHC class I,GO:0002474,,,,,,,,,,,,,,Assembled peptide-class I complexes are displayed at the cell surface,cell,immune system,immune system,UBERON:0002405,nucleated cell,,,,,,does,transport of X from Y to Z,peptide-MHC class I complex,,,endoplasmic reticulum,,,cell surface,,,,every nucleated cell displays its cytosolic contents continuously for CD8 surveillance,minutes-hours,,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,cytotoxic T cell response,cell killing,GO:0001906,viral infection,,,interferon signalling,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class I pathway,antigen processing and presentation of peptide antigen via MHC class I,GO:0002474,,,,,,,,,,,,,,,cell,immune system,immune system,UBERON:0002405,nucleated cell,,,interferon gamma,,,increases,transport of X from Y to Z,peptide-MHC class I complex,,,endoplasmic reticulum,,,cell surface,,,,also induced by type I interferon; raises the visibility of infected cells to CTLs,hours,circulatory,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,cytotoxic T cell response,cell killing,GO:0001906,viral infection,,,interferon signalling,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class I pathway,antigen processing and presentation of peptide antigen via MHC class I,GO:0002474,,,,,,,,,,,,,,cDC1 cells divert exogenous antigen into the cytosol for class I presentation,cell,lymph node,lymph node,UBERON:0000029,conventional dendritic cell,conventional dendritic cell,CL:0000990,,,,does,transport of X from Y to Z,ingested protein antigen,,,phagosome,,,cytosol,,,,"cross-presentation, largely confined to the cDC1 subset; the only route by which a virus that does not infect dendritic cells can prime CD8 cells",hours,,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,cytotoxic T cell response,cell killing,GO:0001906,viral infection,,,interferon signalling,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class II pathway and dendritic cell function,antigen processing and presentation of exogenous peptide antigen via MHC class II,GO:0019886,,,,,,,,,,,,,,Immature dendritic cells at barrier surfaces continuously sample tissue antigen,cell,skin,skin of body,UBERON:0002097,conventional dendritic cell,conventional dendritic cell,CL:0000990,,,,does,X uptake,antigen,,,,,,,,,,"by macropinocytosis, phagocytosis and receptor-mediated endocytosis; immature dendritic cells are avid samplers and poor stimulators",minutes-hours,,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,helper T cell activation,T cell activation,GO:0042110,innate sensing,,,peripheral tolerance,tolerance induction,GO:0002507,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class II pathway and dendritic cell function,antigen processing and presentation of exogenous peptide antigen via MHC class II,GO:0019886,,,,,,,,,,,,,,Endosomal proteolysis generates peptides for loading onto class II molecules,cell,skin,skin of body,UBERON:0002097,conventional dendritic cell,conventional dendritic cell,CL:0000990,,,,does,X conversion to Y,endocytosed protein,,,peptide,,,,,,,endosomal cathepsins generate 13-25 residue peptides; HLA-DM then exchanges CLIP for high-affinity peptide,minutes-hours,,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,helper T cell activation,T cell activation,GO:0042110,innate sensing,,,peripheral tolerance,tolerance induction,GO:0002507,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class II pathway and dendritic cell function,antigen processing and presentation of exogenous peptide antigen via MHC class II,GO:0019886,,,,,,,,,,,,,maturation converts the dendritic cell from a sampler into a stimulator; the same signals that report infection also license T cell priming,Maturing dendritic cells display peptide-class II complexes and costimulators together,cell,lymph node,lymph node,UBERON:0000029,conventional dendritic cell,conventional dendritic cell,CL:0000990,,,,does,transport of X from Y to Z,peptide-MHC class II complex,,,endosome,,,cell surface,,,,maturation raises surface class II and B7 many-fold while antigen uptake falls,hours,,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,helper T cell activation,T cell activation,GO:0042110,innate sensing,,,peripheral tolerance,tolerance induction,GO:0002507,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class II pathway and dendritic cell function,antigen processing and presentation of exogenous peptide antigen via MHC class II,GO:0019886,,,,,,,,,,,,,,Antigen-bearing dendritic cells migrate to the T cell zone of the draining node,cell,skin,skin of body,UBERON:0002097,conventional dendritic cell,conventional dendritic cell,CL:0000990,CCL19 and CCL21,,,increases,transport of X from Y to Z,dendritic cell,,,peripheral tissue,,,draining lymph node,,,,CCR7-dependent; migration peaks 12-24 h after antigen encounter,hours,intra-organ,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,helper T cell activation,T cell activation,GO:0042110,innate sensing,,,peripheral tolerance,tolerance induction,GO:0002507,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class II pathway and dendritic cell function,antigen processing and presentation of exogenous peptide antigen via MHC class II,GO:0019886,,,,,,,,,,,,,,,cell,lymph node,lymph node,UBERON:0000029,conventional dendritic cell,conventional dendritic cell,CL:0000990,Toll-like receptor ligand,,,increases,X secretion,interleukin 12,,,,,,,,,,the third signal that shapes helper T cell differentiation,hours,intra-organ,paracrine,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,helper T cell activation,T cell activation,GO:0042110,innate sensing,,,peripheral tolerance,tolerance induction,GO:0002507,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class II pathway and dendritic cell function,antigen processing and presentation of exogenous peptide antigen via MHC class II,GO:0019886,,,,,,,,,,,,,,Plasmacytoid dendritic cells are the principal systemic source of type I interferon,cell,immune system,immune system,UBERON:0002405,plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,,,,does,X secretion,type I interferon,,,,,,,,,,produces up to 1000-fold more interferon per cell than any other type,hours,,circulatory,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,helper T cell activation,T cell activation,GO:0042110,innate sensing,,,peripheral tolerance,tolerance induction,GO:0002507,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class II pathway and dendritic cell function,antigen processing and presentation of exogenous peptide antigen via MHC class II,GO:0019886,,,,,,,,,,,,,,,cell,immune system,immune system,UBERON:0002405,plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,viral nucleic acid,,,increases,X secretion,type I interferon,,,,,,,,,,endosomal TLR7 and TLR9; location rather than sequence distinguishes viral from self nucleic acid,hours,intra-organ,circulatory,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,helper T cell activation,T cell activation,GO:0042110,innate sensing,,,peripheral tolerance,tolerance induction,GO:0002507,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antigen processing and presentation,antigen processing and presentation,GO:0019882,MHC class II pathway and dendritic cell function,antigen processing and presentation of exogenous peptide antigen via MHC class II,GO:0019886,,,,,,,,,,,,,this is why linked recognition works: the B cell presents peptides from the same molecule its receptor bound,B cells use their antigen receptor to capture and present cognate antigen to helper T cells,cell,lymph node,lymph node,UBERON:0000029,B cell,B cell,CL:0000236,,,,does,X uptake,antigen,,,,,,,,,,receptor-mediated uptake concentrates cognate antigen 1000- to 10000-fold over fluid-phase capture,minutes-hours,,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,helper T cell activation,T cell activation,GO:0042110,innate sensing,,,peripheral tolerance,tolerance induction,GO:0002507,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,6,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,"intracellular signalling from TCR through LCK, ZAP70, LAT and downstream to NFAT, AP-1 and NF-kB sits below cell resolution and is summarised here rather than given rows of its own",Antigen recognition arrests T cell migration and forms a stable synapse with the presenting cell,cell,lymph node,lymph node,UBERON:0000029,naive T cell,naive T cell,CL:0000898,,,,does,cell-cell adhesion,,,,,,,,,,,the immunological synapse stabilises contact for minutes to hours and focuses secretion,minutes-hours,,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,the clonal selection arithmetic is the central quantitative fact of adaptive immunity,Antigen-specific naive T cells proliferate massively and differentiate into effector cells,cell,lymph node,lymph node,UBERON:0000029,naive T cell,naive T cell,CL:0000898,,,,does,X synthesis,effector T cell,,,,,,,,,,"CD8 clones expand up to 50000-fold and CD4 clones about 1000-fold, peaking near day 7; over 90% then die in contraction",days,,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,,,cell,lymph node,lymph node,UBERON:0000029,naive T cell,naive T cell,CL:0000898,peptide-MHC complex,,,increases,X synthesis,effector T cell,,,,,,,,,,signal 1; antigen alone without costimulation produces anergy rather than activation,days,intra-organ,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,requiring a second signal that reports infection is how the system avoids responding to harmless self antigen,,cell,lymph node,lymph node,UBERON:0000029,naive T cell,naive T cell,CL:0000898,B7 costimulator,,,increases,X synthesis,effector T cell,,,,,,,,,,signal 2 through CD28; B7 is induced on antigen-presenting cells only by innate recognition of infection,days,intra-organ,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,,,cell,lymph node,lymph node,UBERON:0000029,naive T cell,naive T cell,CL:0000898,interleukin 2,,,increases,X synthesis,effector T cell,,,,,,,,,,autocrine and paracrine; activated cells upregulate the high-affinity IL-2 receptor within hours,days,paracrine,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,,,cell,lymph node,lymph node,UBERON:0000029,T cell,T cell,CL:0000084,cytotoxic T lymphocyte antigen 4,,,decreases,X synthesis,effector T cell,,,,,,,,,,outcompetes CD28 for B7 and physically strips it from the presenting cell; blockade is the mechanism of ipilimumab,hours-days,intra-organ,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,,,cell,immune system,immune system,UBERON:0002405,T cell,T cell,CL:0000084,programmed death ligand 1,,,decreases,X synthesis,effector T cell,,,,,,,,,,acts mainly in peripheral tissue and chronic infection; blockade underlies anti-PD-1 cancer therapy,hours-days,paracrine,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,,Regulatory T cells strip costimulatory ligands from antigen-presenting cells,cell,lymph node,lymph node,UBERON:0000029,conventional dendritic cell,conventional dendritic cell,CL:0000990,regulatory T cell contact,,,decreases,transport of X from Y to Z,B7 costimulator,,,intracellular pool,,,cell surface,,,,CTLA-4 mediated transendocytosis physically removes B7 from the dendritic cell surface,hours,paracrine,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,,Activated T cells secrete IL-2 and simultaneously upregulate its high-affinity receptor,cell,lymph node,lymph node,UBERON:0000029,T cell,T cell,CL:0000084,,,,does,X secretion,interleukin 2,,,,,,,,,,produced within hours of activation; the principal autocrine growth factor of the T cell response,hours,,paracrine,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,"memory cells have lower activation thresholds, broader tissue distribution and faster effector kinetics than naive cells",A minority of effector cells survives contraction to become long-lived memory,cell,immune system,immune system,UBERON:0002405,T cell,T cell,CL:0000084,,,,does,X synthesis,memory T cell,,,,,,,,,,5-10% of the expanded clone survives contraction; memory persists for decades and is maintained by IL-7 and IL-15 without antigen,days-weeks,,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,T cell activation,T cell activation,GO:0042110,clonal expansion and its control,T cell proliferation,GO:0042098,,,,,,,,,,,,,,,cell,immune system,immune system,UBERON:0002405,memory T cell,memory T cell,CL:0000813,interleukin 7,,,increases,X synthesis,memory T cell,,,,,,,,,,slow homeostatic self-renewal independent of antigen,weeks,circulatory,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,antigen presentation,antigen processing and presentation,GO:0019882,costimulation,T cell costimulation,GO:0031295,peripheral tolerance,tolerance induction,GO:0002507,checkpoint blockade,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,9,,,,,,,,,,,,,,,,,,,,,,,
