urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,renal calcium handling,renal absorption,GO:0070293,,,,,,,,,,,,,thiazides increase distal calcium reabsorption and reduce calciuria,TRPV5-mediated distal calcium reabsorption is the regulated step in renal calcium handling,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,,,,does,X uptake,calcium,,,,,,,,,,"~8% of filtered Ca2+, transcellular via TRPV5; the hormonally regulated fraction",minutes-hours,,intra-organ,plasma calcium,,,urine calcium,,,plasma parathyroid hormone,,,plasma calcitriol,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,renal calcium handling,renal absorption,GO:0070293,,,,,,,,,,,,,,PTH increases distal calcium reabsorption,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,parathyroid hormone,,,increases,X uptake,calcium,,,,,,,,,,,minutes,circulatory,intra-organ,plasma calcium,,,urine calcium,,,plasma parathyroid hormone,,,plasma calcitriol,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,renal calcium handling,renal absorption,GO:0070293,,,,,,,,,,,,,,Calcitriol increases distal calcium reabsorption,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,calcitriol,,,increases,X uptake,calcium,,,,,,,,,,,hours-days,circulatory,intra-organ,plasma calcium,,,urine calcium,,,plasma parathyroid hormone,,,plasma calcitriol,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,renal calcium handling,renal absorption,GO:0070293,,,,,,,,,,,,,,The collecting duct reabsorbs a small final fraction of filtered calcium,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct epithelial cell,kidney collecting duct epithelial cell,CL:1000454,,,,does,X uptake,calcium,,,,,,,,,,~5% of filtered Ca2+,minutes-hours,,intra-organ,plasma calcium,,,urine calcium,,,plasma parathyroid hormone,,,plasma calcitriol,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,renal calcium handling,renal absorption,GO:0070293,,,,,,,,,,,,,,TRPM6 mediates regulated distal magnesium reabsorption,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,,,,does,X uptake,magnesium,,,,,,,,,,~10% of filtered Mg2+ via TRPM6; the regulated fraction,hours,,intra-organ,plasma magnesium,,,urine magnesium,,,,,,,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,phosphate homeostasis,regulation of renal phosphate excretion,GO:1903402,renal phosphate handling,renal absorption,GO:0070293,,,,,,,,,,,,,phosphate reabsorption is transport-maximum limited and set by transporter surface expression,Sodium-phosphate cotransporters reclaim most filtered phosphate in the proximal tubule,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,phosphate,,,,,,,,,"[2.5, 4.5]",units = mg/dL plasma; ~80-85% of filtered phosphate via NaPi-IIa and NaPi-IIc,hours,,intra-organ,plasma phosphate,,,urine phosphate,,,plasma parathyroid hormone,,,plasma FGF23,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,FGF23,fibroblast growth factor binding,GO:0017134,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,phosphate homeostasis,regulation of renal phosphate excretion,GO:1903402,renal phosphate handling,renal absorption,GO:0070293,,,,,,,,,,,,,,PTH inhibits proximal phosphate reabsorption,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,parathyroid hormone,,,decreases,X uptake,phosphate,,,,,,,,,,"retrieves NaPi-IIa from the apical membrane, producing phosphaturia",hours,circulatory,intra-organ,plasma phosphate,,,urine phosphate,,,plasma parathyroid hormone,,,plasma FGF23,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,FGF23,fibroblast growth factor binding,GO:0017134,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,phosphate homeostasis,regulation of renal phosphate excretion,GO:1903402,renal phosphate handling,renal absorption,GO:0070293,,,,,,,,,,,,,,FGF23 inhibits proximal phosphate reabsorption,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,fibroblast growth factor 23,,,decreases,X uptake,phosphate,,,,,,,,,,,hours-days,circulatory,intra-organ,plasma phosphate,,,urine phosphate,,,plasma parathyroid hormone,,,plasma FGF23,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,FGF23,fibroblast growth factor binding,GO:0017134,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,phosphate homeostasis,regulation of renal phosphate excretion,GO:1903402,renal phosphate handling,renal absorption,GO:0070293,,,,,,,,,,,,,,Dietary phosphate restriction upregulates apical NaPi-IIa expression,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,dietary phosphate restriction,,,increases,X uptake,phosphate,,,,,,,,,,,hours-days,systemic,intra-organ,plasma phosphate,,,urine phosphate,,,plasma parathyroid hormone,,,plasma FGF23,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,FGF23,fibroblast growth factor binding,GO:0017134,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,growth and maintenance,metabolic process,GO:0008152,vitamin D metabolism,,,calcitriol synthesis,,,,,,,,,,,,,,,the kidney is the principal site of 1-alpha-hydroxylation and thus of active vitamin D production,Proximal tubular 1-alpha-hydroxylase converts calcifediol to calcitriol,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X conversion to Y,calcifediol,,,calcitriol,,,,,,"[15, 60]","units = pg/mL plasma calcitriol; 1-alpha-hydroxylase mediated; calcifediol reference [30, 60] ng/mL",hours-days,,circulatory,plasma calcitriol,,,plasma calcifediol,,,plasma calcium,,,plasma parathyroid hormone,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,FGF23,fibroblast growth factor binding,GO:0017134,intestinal calcium absorption,intestinal absorption,GO:0050892,bone metabolism,regulation of bone mineralization,GO:0030500,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,growth and maintenance,metabolic process,GO:0008152,vitamin D metabolism,,,calcitriol synthesis,,,,,,,,,,,,,,,,PTH stimulates renal 1-alpha-hydroxylase activity,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,parathyroid hormone,,,increases,X conversion to Y,calcifediol,,,calcitriol,,,,,,,,hours,circulatory,circulatory,plasma calcitriol,,,plasma calcifediol,,,plasma calcium,,,plasma parathyroid hormone,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,FGF23,fibroblast growth factor binding,GO:0017134,intestinal calcium absorption,intestinal absorption,GO:0050892,bone metabolism,regulation of bone mineralization,GO:0030500,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,growth and maintenance,metabolic process,GO:0008152,vitamin D metabolism,,,calcitriol synthesis,,,,,,,,,,,,,,,,FGF23 suppresses renal calcitriol synthesis,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,fibroblast growth factor 23,,,decreases,X conversion to Y,calcifediol,,,calcitriol,,,,,,,,hours-days,circulatory,circulatory,plasma calcitriol,,,plasma calcifediol,,,plasma calcium,,,plasma parathyroid hormone,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,FGF23,fibroblast growth factor binding,GO:0017134,intestinal calcium absorption,intestinal absorption,GO:0050892,bone metabolism,regulation of bone mineralization,GO:0030500,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,growth and maintenance,metabolic process,GO:0008152,vitamin D metabolism,,,calcitriol synthesis,,,,,,,,,,,,,,,,Hyperphosphatemia suppresses 1-alpha-hydroxylase activity,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,phosphate,,,decreases,X conversion to Y,calcifediol,,,calcitriol,,,,,,,,hours-days,circulatory,circulatory,plasma calcitriol,,,plasma calcifediol,,,plasma calcium,,,plasma parathyroid hormone,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,FGF23,fibroblast growth factor binding,GO:0017134,intestinal calcium absorption,intestinal absorption,GO:0050892,bone metabolism,regulation of bone mineralization,GO:0030500,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,nutrient conservation,renal absorption,GO:0070293,glucose reabsorption,,,,,,,,,,,,,,,"reabsorption is transport-maximum limited: Tm ~375 mg/min, threshold ~180-200 mg/dL, with splay from nephron heterogeneity",SGLT2 reabsorbs the bulk of filtered glucose in the early proximal tubule,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,glucose,,,,,,,,,"[70, 100]",units = mg/dL plasma; SGLT2 in S1/S2 reclaims ~90% of filtered glucose,minutes,,intra-organ,plasma glucose,,,urine glucose,,,hemoglobin A1c,,,,,,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,16,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,nutrient conservation,renal absorption,GO:0070293,glucose reabsorption,,,,,,,,,,,,,,,,SGLT1 in the straight segment reclaims residual filtered glucose,cell,proximal straight tubule,proximal straight tubule,UBERON:0001290,kidney proximal straight tubule epithelial cell,kidney proximal straight tubule epithelial cell,CL:1000839,,,,does,X uptake,glucose,,,,,,,,,,SGLT1 in S3 reclaims the residual ~10% of filtered glucose,minutes,,intra-organ,plasma glucose,,,urine glucose,,,hemoglobin A1c,,,,,,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,16,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,nutrient conservation,renal absorption,GO:0070293,glucose reabsorption,,,,,,,,,,,,,,,,Filtered glucose loads above the transport maximum saturate reabsorption and produce glycosuria,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,glucose,,,decreases,X uptake,glucose,,,,,,,,,,glycosuria appears once the filtered load exceeds the transport maximum,minutes-hours,circulatory,intra-organ,plasma glucose,,,urine glucose,,,hemoglobin A1c,,,,,,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,16,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,nutrient conservation,renal absorption,GO:0070293,organic nutrient reabsorption,,,,,,,,,,,,,,,,Proximal cotransporters reclaim essentially all filtered amino acids,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,amino acids,,,,,,,,,,near-complete reabsorption by sodium-coupled cotransporters; defects produce selective aminoaciduria,minutes,,intra-organ,plasma amino acids,,,urine amino acids,,,urine protein,,,,,,hepatic metabolism,,,acid-base homeostasis,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,17,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,nutrient conservation,renal absorption,GO:0070293,organic nutrient reabsorption,,,,,,,,,,,,,,,,Filtered lactate is reabsorbed by sodium-coupled cotransport,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,lactate,,,,,,,,,,reclaimed with Na+; also a gluconeogenic substrate,minutes,,intra-organ,plasma lactate,,,urine lactate,,,,,,,,,hepatic metabolism,,,acid-base homeostasis,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,17,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,nutrient conservation,renal absorption,GO:0070293,organic nutrient reabsorption,,,,,,,,,,,,,,,,Filtered organic nutrients are quantitatively reclaimed in the proximal tubule,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,water-soluble vitamins and Krebs cycle intermediates,,,,,,,,,,essentially 100% of filtered organic nutrients reclaimed under normal loads,minutes-hours,,intra-organ,plasma amino acids,,,urine amino acids,,,urine protein,,,,,,hepatic metabolism,,,acid-base homeostasis,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,17,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,nutrient conservation,renal absorption,GO:0070293,organic nutrient reabsorption,,,,,,,,,,,,,,,,Megalin and cubilin mediate endocytic retrieval of filtered peptides and small proteins,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,low molecular weight protein,,,,,,,,,,megalin/cubilin receptor-mediated endocytosis; failure produces tubular proteinuria,minutes,,intra-organ,urine protein,,,plasma beta-2-microglobulin,,,,,,,,,hepatic metabolism,,,acid-base homeostasis,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,17,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,organic solute clearance,excretion,GO:0007588,proximal tubular secretion,,,,,,,,,,,,,,,near-complete first-pass extraction makes PAH clearance an estimate of effective renal plasma flow,Organic anion transporters secrete PAH from peritubular blood into the tubular lumen,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X secretion,para-aminohippurate,,,,,,,,,,basolateral OAT1/OAT3 uptake against the alpha-ketoglutarate gradient; 80-90% extracted in a single pass,minutes,,intra-organ,PAH clearance,,,plasma creatinine,,,creatinine clearance,,,plasma uric acid,,,hepatic metabolism,,,drug clearance,,,purine metabolism,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,organic solute clearance,excretion,GO:0007588,proximal tubular secretion,,,,,,,,,,,,,,,,A shared organic anion pathway secretes many endogenous anions and drugs,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X secretion,organic anions,,,,,,,,,,"shared OAT pathway; penicillin, probenecid, diuretics and urate compete for transport",minutes,,intra-organ,PAH clearance,,,plasma creatinine,,,creatinine clearance,,,plasma uric acid,,,hepatic metabolism,,,drug clearance,,,purine metabolism,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,organic solute clearance,excretion,GO:0007588,proximal tubular secretion,,,,,,,,,,,,,,,,Organic cation transporters secrete cationic drugs and creatinine into the lumen,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X secretion,organic cations,,,,,,,,,,OCT2 uptake with MATE-mediated apical efflux; secretes creatinine and many cationic drugs,minutes,,intra-organ,PAH clearance,,,plasma creatinine,,,creatinine clearance,,,plasma uric acid,,,hepatic metabolism,,,drug clearance,,,purine metabolism,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,organic solute clearance,excretion,GO:0007588,proximal tubular secretion,,,,,,,,,,,,,,,,Tubular creatinine secretion causes creatinine clearance to exceed true GFR,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X secretion,creatinine,,,,,,,,,,"~10-15% of excreted creatinine is secreted, so creatinine clearance modestly overestimates GFR",minutes,,intra-organ,PAH clearance,,,plasma creatinine,,,creatinine clearance,,,plasma uric acid,,,hepatic metabolism,,,drug clearance,,,purine metabolism,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,organic solute clearance,excretion,GO:0007588,proximal tubular secretion,,,,,,,,,,,,,,,,Filtered urate is extensively reabsorbed in the proximal tubule,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,urate,,,,,,,,,"[3.5, 7.2]","units = mg/dL plasma; URAT1-mediated; urate is filtered, largely reabsorbed, then partly secreted",hours,,intra-organ,PAH clearance,,,plasma creatinine,,,creatinine clearance,,,plasma uric acid,,,hepatic metabolism,,,drug clearance,,,purine metabolism,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,organic solute clearance,excretion,GO:0007588,proximal tubular secretion,,,,,,,,,,,,,,,,Oxalate is secreted into the proximal tubular lumen,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X secretion,oxalate,,,,,,,,,,SLC26A6-mediated apical secretion; coupled to chloride and sulfate exchange,minutes,,intra-organ,urine oxalate,,,,,,,,,,,,hepatic metabolism,,,drug clearance,,,purine metabolism,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,organic solute clearance,excretion,GO:0007588,proximal tubular secretion,,,,,,,,,,,,,,,,Passive urea reabsorption follows water removal in the proximal tubule,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,urea,,,,,,,,,,~50% of filtered urea reabsorbed passively as water is removed,hours,,intra-organ,blood urea nitrogen,,,urine urea,,,urine osmolality,Osmolality of Urine,LOINC:2695-5,,,,hepatic metabolism,,,drug clearance,,,purine metabolism,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 18",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,blood pressure regulation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,renin secretion,renin secretion into blood stream,GO:0002001,,,,,,,,,,,,,"three inputs converge on the JG cell: afferent arteriolar baroreceptor, macula densa NaCl signal, and beta-1 sympathetic tone",Juxtaglomerular granular cells release renin into the circulation,cell,juxtaglomerular apparatus,juxtaglomerular apparatus,UBERON:0002303,juxtaglomerular complex cell,juxtaglomerular complex cell,CL:1000618,,,,does,X secretion,renin,,,,,,,,,"[0.2, 3.6]","units = ng/mL/hr plasma renin activity, upright ambulatory adult",minutes,,circulatory,plasma renin activity,,,blood pressure,,,plasma aldosterone,,,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,aldosterone production,aldosterone secretion,GO:0035932,sympathetic nervous system,,,atrial natriuretic peptide,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 20",,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,33,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,blood pressure regulation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,renin secretion,renin secretion into blood stream,GO:0002001,,,,,,,,,,,,,,Reduced afferent arteriolar wall stretch increases renin release,cell,juxtaglomerular apparatus,juxtaglomerular apparatus,UBERON:0002303,juxtaglomerular complex cell,juxtaglomerular complex cell,CL:1000618,afferent arteriolar pressure,,,decreases,X secretion,renin,,,,,,,,,,,minutes,circulatory,circulatory,plasma renin activity,,,blood pressure,,,plasma aldosterone,,,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,aldosterone production,aldosterone secretion,GO:0035932,sympathetic nervous system,,,atrial natriuretic peptide,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"17, 20",,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,33,,,,,,,,,,,,,,,,,,,
